il,ilce,Bölge,ilkod,ilcekod,il_ilce
İSTANBUL,SULTANGAZİ,MARMARA,TUR034,TUR034033,"İSTANBUL, SULTANGAZİ"
İSTANBUL,TUZLA,MARMARA,TUR034,TUR034036,"İSTANBUL, TUZLA"
İSTANBUL,ÜMRANİYE,MARMARA,TUR034,TUR034037,"İSTANBUL, ÜMRANİYE"
İSTANBUL,ÜSKÜDAR,MARMARA,TUR034,TUR034038,"İSTANBUL, ÜSKÜDAR"
İSTANBUL,ZEYTİNBURNU,MARMARA,TUR034,TUR034039,"İSTANBUL, ZEYTİNBURNU"
İZMİR,ALİAĞA,EGE,TUR035,TUR035001,"İZMİR, ALİAĞA"
İZMİR,BALÇOVA,EGE,TUR035,TUR035002,"İZMİR, BALÇOVA"
İZMİR,BAYINDIR,EGE,TUR035,TUR035003,"İZMİR, BAYINDIR"
İZMİR,BAYRAKLI,EGE,TUR035,TUR035004,"İZMİR, BAYRAKLI"
İZMİR,BERGAMA,EGE,TUR035,TUR035005,"İZMİR, BERGAMA"
İZMİR,BEYDAĞ,EGE,TUR035,TUR035006,"İZMİR, BEYDAĞ"
İZMİR,BORNOVA,EGE,TUR035,TUR035007,"İZMİR, BORNOVA"
İZMİR,BUCA,EGE,TUR035,TUR035008,"İZMİR, BUCA"
İZMİR,ÇEŞME,EGE,TUR035,TUR035009,"İZMİR, ÇEŞME"
İZMİR,ÇİĞLİ,EGE,TUR035,TUR035010,"İZMİR, ÇİĞLİ"
İZMİR,DİKİLİ,EGE,TUR035,TUR035011,"İZMİR, DİKİLİ"
İZMİR,FOÇA,EGE,TUR035,TUR035012,"İZMİR, FOÇA"
İZMİR,GAZİEMİR,EGE,TUR035,TUR035013,"İZMİR, GAZİEMİR"
İZMİR,GÜZELBAHÇE,EGE,TUR035,TUR035014,"İZMİR, GÜZELBAHÇE"
İZMİR,KARABAĞLAR,EGE,TUR035,TUR035015,"İZMİR, KARABAĞLAR"
İZMİR,KARABURUN,EGE,TUR035,TUR035016,"İZMİR, KARABURUN"
İZMİR,KARŞIYAKA,EGE,TUR035,TUR035017,"İZMİR, KARŞIYAKA"
İZMİR,KEMALPAŞA,EGE,TUR035,TUR035018,"İZMİR, KEMALPAŞA"
İZMİR,KINIK,EGE,TUR035,TUR035019,"İZMİR, KINIK"
İZMİR,KİRAZ,EGE,TUR035,TUR035020,"İZMİR, KİRAZ"
İZMİR,KONAK,EGE,TUR035,TUR035021,"İZMİR, KONAK"
İZMİR,MENDERES,EGE,TUR035,TUR035022,"İZMİR, MENDERES"
İZMİR,MENEMEN,EGE,TUR035,TUR035023,"İZMİR, MENEMEN"
İZMİR,NARLIDERE,EGE,TUR035,TUR035024,"İZMİR, NARLIDERE"
İZMİR,ÖDEMİŞ,EGE,TUR035,TUR035025,"İZMİR, ÖDEMİŞ"
İZMİR,SEFERİHİSAR,EGE,TUR035,TUR035026,"İZMİR, SEFERİHİSAR"
İZMİR,SELÇUK,EGE,TUR035,TUR035027,"İZMİR, SELÇUK"
İZMİR,TİRE,EGE,TUR035,TUR035028,"İZMİR, TİRE"
İZMİR,TORBALI,EGE,TUR035,TUR035029,"İZMİR, TORBALI"
İZMİR,URLA,EGE,TUR035,TUR035030,"İZMİR, URLA"
KAHRAMANMARAŞ,AFŞİN,AKDENİZ,TUR046,TUR046001,"KAHRAMANMARAŞ, AFŞİN"
KAHRAMANMARAŞ,ANDIRIN,AKDENİZ,TUR046,TUR046002,"KAHRAMANMARAŞ, ANDIRIN"
KAHRAMANMARAŞ,ÇAĞLAYANCERİT,AKDENİZ,TUR046,TUR046003,"KAHRAMANMARAŞ, ÇAĞLAYANCERİT"
KAHRAMANMARAŞ,DULKADİROĞLU,AKDENİZ,TUR046,TUR046004,"KAHRAMANMARAŞ, DULKADİROĞLU"
KAHRAMANMARAŞ,EKİNÖZÜ,AKDENİZ,TUR046,TUR046005,"KAHRAMANMARAŞ, EKİNÖZÜ"
KAHRAMANMARAŞ,ELBİSTAN,AKDENİZ,TUR046,TUR046006,"KAHRAMANMARAŞ, ELBİSTAN"
KAHRAMANMARAŞ,GÖKSUN,AKDENİZ,TUR046,TUR046007,"KAHRAMANMARAŞ, GÖKSUN"
KAHRAMANMARAŞ,NURHAK,AKDENİZ,TUR046,TUR046008,"KAHRAMANMARAŞ, NURHAK"
KAHRAMANMARAŞ,ONİKİŞUBAT,AKDENİZ,TUR046,TUR046009,"KAHRAMANMARAŞ, ONİKİŞUBAT"
KAHRAMANMARAŞ,PAZARCIK,AKDENİZ,TUR046,TUR046010,"KAHRAMANMARAŞ, PAZARCIK"
KAHRAMANMARAŞ,TÜRKOĞLU,AKDENİZ,TUR046,TUR046011,"KAHRAMANMARAŞ, TÜRKOĞLU"
KARABÜK,EFLANİ,KARADENİZ,TUR078,TUR078001,"KARABÜK, EFLANİ"
KARABÜK,ESKİPAZAR,KARADENİZ,TUR078,TUR078002,"KARABÜK, ESKİPAZAR"
KARABÜK,KARABÜK,KARADENİZ,TUR078,TUR078003,"KARABÜK, KARABÜK"
KARABÜK,OVACIK,KARADENİZ,TUR078,TUR078004,"KARABÜK, OVACIK"
KARABÜK,SAFRANBOLU,KARADENİZ,TUR078,TUR078005,"KARABÜK, SAFRANBOLU"
KARABÜK,YENİCE,KARADENİZ,TUR078,TUR078006,"KARABÜK, YENİCE"
KARAMAN,AYRANCI,İÇ ANADOLU,TUR070,TUR070001,"KARAMAN, AYRANCI"
KARAMAN,BAŞYAYLA,İÇ ANADOLU,TUR070,TUR070002,"KARAMAN, BAŞYAYLA"
KARAMAN,ERMENEK,İÇ ANADOLU,TUR070,TUR070003,"KARAMAN, ERMENEK"
KARAMAN,KAZIMKARABEKİR,İÇ ANADOLU,TUR070,TUR070005,"KARAMAN, KAZIMKARABEKİR"
KARAMAN,KARAMAN,İÇ ANADOLU,TUR070,TUR070004,"KARAMAN, KARAMAN"
KARAMAN,SARIVELİLER,İÇ ANADOLU,TUR070,TUR070006,"KARAMAN, SARIVELİLER"
KARS,AKYAKA,DOĞU ANADOLU,TUR036,TUR036001,"KARS, AKYAKA"
KARS,ARPAÇAY,DOĞU ANADOLU,TUR036,TUR036002,"KARS, ARPAÇAY"
KARS,DİGOR,DOĞU ANADOLU,TUR036,TUR036003,"KARS, DİGOR"
KARS,KAĞIZMAN,DOĞU ANADOLU,TUR036,TUR036004,"KARS, KAĞIZMAN"
KARS,KARS,DOĞU ANADOLU,TUR036,TUR036005,"KARS, KARS"
KARS,SARIKAMIŞ,DOĞU ANADOLU,TUR036,TUR036006,"KARS, SARIKAMIŞ"
KARS,SELİM,DOĞU ANADOLU,TUR036,TUR036007,"KARS, SELİM"
KARS,SUSUZ,DOĞU ANADOLU,TUR036,TUR036008,"KARS, SUSUZ"
KASTAMONU,ABANA,KARADENİZ,TUR037,TUR037001,"KASTAMONU, ABANA"
KASTAMONU,AĞLI,KARADENİZ,TUR037,TUR037002,"KASTAMONU, AĞLI"
KASTAMONU,ARAÇ,KARADENİZ,TUR037,TUR037003,"KASTAMONU, ARAÇ"
KASTAMONU,AZDAVAY,KARADENİZ,TUR037,TUR037004,"KASTAMONU, AZDAVAY"
KASTAMONU,BOZKURT,KARADENİZ,TUR037,TUR037005,"KASTAMONU, BOZKURT"
KASTAMONU,ÇATALZEYTİN,KARADENİZ,TUR037,TUR037007,"KASTAMONU, ÇATALZEYTİN"
KASTAMONU,CİDE,KARADENİZ,TUR037,TUR037006,"KASTAMONU, CİDE"
KASTAMONU,DADAY,KARADENİZ,TUR037,TUR037008,"KASTAMONU, DADAY"
KASTAMONU,DEVREKANİ,KARADENİZ,TUR037,TUR037009,"KASTAMONU, DEVREKANİ"
KASTAMONU,DOĞANYURT,KARADENİZ,TUR037,TUR037010,"KASTAMONU, DOĞANYURT"
KASTAMONU,HANÖNÜ,KARADENİZ,TUR037,TUR037011,"KASTAMONU, HANÖNÜ"
KASTAMONU,İHSANGAZİ,KARADENİZ,TUR037,TUR037012,"KASTAMONU, İHSANGAZİ"
KASTAMONU,İNEBOLU,KARADENİZ,TUR037,TUR037013,"KASTAMONU, İNEBOLU"
KASTAMONU,KÜRE,KARADENİZ,TUR037,TUR037015,"KASTAMONU, KÜRE"
KASTAMONU,KASTAMONU,KARADENİZ,TUR037,TUR037014,"KASTAMONU, KASTAMONU"
KASTAMONU,PINARBAŞI,KARADENİZ,TUR037,TUR037016,"KASTAMONU, PINARBAŞI"
KASTAMONU,ŞENPAZAR,KARADENİZ,TUR037,TUR037018,"KASTAMONU, ŞENPAZAR"
KASTAMONU,SEYDİLER,KARADENİZ,TUR037,TUR037017,"KASTAMONU, SEYDİLER"
KASTAMONU,TAŞKÖPRÜ,KARADENİZ,TUR037,TUR037019,"KASTAMONU, TAŞKÖPRÜ"
KASTAMONU,TOSYA,KARADENİZ,TUR037,TUR037020,"KASTAMONU, TOSYA"
KAYSERİ,AKKIŞLA,İÇ ANADOLU,TUR038,TUR038001,"KAYSERİ, AKKIŞLA"
KAYSERİ,BÜNYAN,İÇ ANADOLU,TUR038,TUR038002,"KAYSERİ, BÜNYAN"
KAYSERİ,DEVELİ,İÇ ANADOLU,TUR038,TUR038003,"KAYSERİ, DEVELİ"
KAYSERİ,FELAHİYE,İÇ ANADOLU,TUR038,TUR038004,"KAYSERİ, FELAHİYE"
KAYSERİ,HACILAR,İÇ ANADOLU,TUR038,TUR038005,"KAYSERİ, HACILAR"
KAYSERİ,İNCESU,İÇ ANADOLU,TUR038,TUR038006,"KAYSERİ, İNCESU"
KAYSERİ,KOCASİNAN,İÇ ANADOLU,TUR038,TUR038007,"KAYSERİ, KOCASİNAN"
KAYSERİ,MELİKGAZİ,İÇ ANADOLU,TUR038,TUR038008,"KAYSERİ, MELİKGAZİ"
KAYSERİ,ÖZVATAN,İÇ ANADOLU,TUR038,TUR038009,"KAYSERİ, ÖZVATAN"
KAYSERİ,PINARBAŞI,İÇ ANADOLU,TUR038,TUR038010,"KAYSERİ, PINARBAŞI"
KAYSERİ,SARIOĞLAN,İÇ ANADOLU,TUR038,TUR038011,"KAYSERİ, SARIOĞLAN"
KAYSERİ,SARIZ,İÇ ANADOLU,TUR038,TUR038012,"KAYSERİ, SARIZ"
KAYSERİ,TALAS,İÇ ANADOLU,TUR038,TUR038013,"KAYSERİ, TALAS"
KAYSERİ,TOMARZA,İÇ ANADOLU,TUR038,TUR038014,"KAYSERİ, TOMARZA"
KAYSERİ,YAHYALI,İÇ ANADOLU,TUR038,TUR038015,"KAYSERİ, YAHYALI"
KAYSERİ,YEŞİLHİSAR,İÇ ANADOLU,TUR038,TUR038016,"KAYSERİ, YEŞİLHİSAR"
KİLİS,ELBEYLİ,GÜNEYDOĞU ANADOLU,TUR079,TUR079001,"KİLİS, ELBEYLİ"
KİLİS,KİLİS,GÜNEYDOĞU ANADOLU,TUR079,TUR079002,"KİLİS, KİLİS"
KİLİS,MUSABEYLİ,GÜNEYDOĞU ANADOLU,TUR079,TUR079003,"KİLİS, MUSABEYLİ"
KİLİS,POLATELİ,GÜNEYDOĞU ANADOLU,TUR079,TUR079004,"KİLİS, POLATELİ"
KIRIKKALE,BAHŞILI,İÇ ANADOLU,TUR071,TUR071001,"KIRIKKALE, BAHŞILI"
KIRIKKALE,BALIŞEYH,İÇ ANADOLU,TUR071,TUR071002,"KIRIKKALE, BALIŞEYH"
KIRIKKALE,ÇELEBİ,İÇ ANADOLU,TUR071,TUR071003,"KIRIKKALE, ÇELEBİ"
KIRIKKALE,DELİCE,İÇ ANADOLU,TUR071,TUR071004,"KIRIKKALE, DELİCE"
KIRIKKALE,KARAKEÇİLİ,İÇ ANADOLU,TUR071,TUR071005,"KIRIKKALE, KARAKEÇİLİ"
KIRIKKALE,KESKİN,İÇ ANADOLU,TUR071,TUR071006,"KIRIKKALE, KESKİN"
KIRIKKALE,KIRIKKALE,İÇ ANADOLU,TUR071,TUR071007,"KIRIKKALE, KIRIKKALE"
KIRIKKALE,SULAKYURT,İÇ ANADOLU,TUR071,TUR071008,"KIRIKKALE, SULAKYURT"
KIRIKKALE,YAHŞİHAN,İÇ ANADOLU,TUR071,TUR071009,"KIRIKKALE, YAHŞİHAN"
KIRKLARELİ,BABAESKİ,MARMARA,TUR039,TUR039001,"KIRKLARELİ, BABAESKİ"
KIRKLARELİ,DEMİRKÖY,MARMARA,TUR039,TUR039002,"KIRKLARELİ, DEMİRKÖY"
KIRKLARELİ,KOFÇAZ,MARMARA,TUR039,TUR039004,"KIRKLARELİ, KOFÇAZ"
KIRKLARELİ,LÜLEBURGAZ,MARMARA,TUR039,TUR039005,"KIRKLARELİ, LÜLEBURGAZ"
KIRKLARELİ,KIRKLARELİ,MARMARA,TUR039,TUR039003,"KIRKLARELİ, KIRKLARELİ"
KIRKLARELİ,PEHLİVANKÖY,MARMARA,TUR039,TUR039006,"KIRKLARELİ, PEHLİVANKÖY"
KIRKLARELİ,PINARHİSAR,MARMARA,TUR039,TUR039007,"KIRKLARELİ, PINARHİSAR"
KIRKLARELİ,VİZE,MARMARA,TUR039,TUR039008,"KIRKLARELİ, VİZE"
KIRŞEHİR,AKÇAKENT,İÇ ANADOLU,TUR040,TUR040001,"KIRŞEHİR, AKÇAKENT"
KIRŞEHİR,AKPINAR,İÇ ANADOLU,TUR040,TUR040002,"KIRŞEHİR, AKPINAR"
KIRŞEHİR,BOZTEPE,İÇ ANADOLU,TUR040,TUR040003,"KIRŞEHİR, BOZTEPE"
KIRŞEHİR,ÇİÇEKDAĞI,İÇ ANADOLU,TUR040,TUR040004,"KIRŞEHİR, ÇİÇEKDAĞI"
KIRŞEHİR,KAMAN,İÇ ANADOLU,TUR040,TUR040005,"KIRŞEHİR, KAMAN"
KIRŞEHİR,KIRŞEHİR,İÇ ANADOLU,TUR040,TUR040006,"KIRŞEHİR, KIRŞEHİR"
KIRŞEHİR,MUCUR,İÇ ANADOLU,TUR040,TUR040007,"KIRŞEHİR, MUCUR"
KOCAELİ,BAŞİSKELE,MARMARA,TUR041,TUR041001,"KOCAELİ, BAŞİSKELE"
KOCAELİ,ÇAYIROVA,MARMARA,TUR041,TUR041002,"KOCAELİ, ÇAYIROVA"
KOCAELİ,DARICA,MARMARA,TUR041,TUR041003,"KOCAELİ, DARICA"
KOCAELİ,DERİNCE,MARMARA,TUR041,TUR041004,"KOCAELİ, DERİNCE"
KOCAELİ,DİLOVASI,MARMARA,TUR041,TUR041005,"KOCAELİ, DİLOVASI"
KOCAELİ,GEBZE,MARMARA,TUR041,TUR041006,"KOCAELİ, GEBZE"
KOCAELİ,GÖLCÜK,MARMARA,TUR041,TUR041007,"KOCAELİ, GÖLCÜK"
KOCAELİ,İZMİT,MARMARA,TUR041,TUR041008,"KOCAELİ, İZMİT"
KOCAELİ,KANDIRA,MARMARA,TUR041,TUR041009,"KOCAELİ, KANDIRA"
KOCAELİ,KARAMÜRSEL,MARMARA,TUR041,TUR041010,"KOCAELİ, KARAMÜRSEL"
KOCAELİ,KARTEPE,MARMARA,TUR041,TUR041011,"KOCAELİ, KARTEPE"
KOCAELİ,KÖRFEZ,MARMARA,TUR041,TUR041012,"KOCAELİ, KÖRFEZ"
KONYA,AHIRLI,İÇ ANADOLU,TUR042,TUR042001,"KONYA, AHIRLI"
KONYA,AKÖREN,İÇ ANADOLU,TUR042,TUR042002,"KONYA, AKÖREN"
KONYA,AKŞEHİR,İÇ ANADOLU,TUR042,TUR042003,"KONYA, AKŞEHİR"
KONYA,ALTINEKİN,İÇ ANADOLU,TUR042,TUR042004,"KONYA, ALTINEKİN"
KONYA,BEYŞEHİR,İÇ ANADOLU,TUR042,TUR042005,"KONYA, BEYŞEHİR"
KONYA,BOZKIR,İÇ ANADOLU,TUR042,TUR042006,"KONYA, BOZKIR"
KONYA,ÇELTİK,İÇ ANADOLU,TUR042,TUR042008,"KONYA, ÇELTİK"
KONYA,CİHANBEYLİ,İÇ ANADOLU,TUR042,TUR042007,"KONYA, CİHANBEYLİ"
KONYA,ÇUMRA,İÇ ANADOLU,TUR042,TUR042009,"KONYA, ÇUMRA"
KONYA,DERBENT,İÇ ANADOLU,TUR042,TUR042010,"KONYA, DERBENT"
KONYA,DEREBUCAK,İÇ ANADOLU,TUR042,TUR042011,"KONYA, DEREBUCAK"
KONYA,DOĞANHİSAR,İÇ ANADOLU,TUR042,TUR042012,"KONYA, DOĞANHİSAR"
KONYA,EMİRGAZİ,İÇ ANADOLU,TUR042,TUR042013,"KONYA, EMİRGAZİ"
KONYA,EREĞLİ,İÇ ANADOLU,TUR042,TUR042014,"KONYA, EREĞLİ"
KONYA,GÜNEYSINIR,İÇ ANADOLU,TUR042,TUR042015,"KONYA, GÜNEYSINIR"
KONYA,HADİM,İÇ ANADOLU,TUR042,TUR042016,"KONYA, HADİM"
KONYA,HALKAPINAR,İÇ ANADOLU,TUR042,TUR042017,"KONYA, HALKAPINAR"
KONYA,HÜYÜK,İÇ ANADOLU,TUR042,TUR042018,"KONYA, HÜYÜK"
KONYA,ILGIN,İÇ ANADOLU,TUR042,TUR042019,"KONYA, ILGIN"
KONYA,KADINHANI,İÇ ANADOLU,TUR042,TUR042020,"KONYA, KADINHANI"
KONYA,KARAPINAR,İÇ ANADOLU,TUR042,TUR042021,"KONYA, KARAPINAR"
KONYA,KARATAY,İÇ ANADOLU,TUR042,TUR042022,"KONYA, KARATAY"
KONYA,KULU,İÇ ANADOLU,TUR042,TUR042023,"KONYA, KULU"
KONYA,MERAM,İÇ ANADOLU,TUR042,TUR042024,"KONYA, MERAM"
KONYA,SARAYÖNÜ,İÇ ANADOLU,TUR042,TUR042025,"KONYA, SARAYÖNÜ"
KONYA,SELÇUKLU,İÇ ANADOLU,TUR042,TUR042026,"KONYA, SELÇUKLU"
KONYA,SEYDİŞEHİR,İÇ ANADOLU,TUR042,TUR042027,"KONYA, SEYDİŞEHİR"
KONYA,TAŞKENT,İÇ ANADOLU,TUR042,TUR042028,"KONYA, TAŞKENT"
KONYA,TUZLUKÇU,İÇ ANADOLU,TUR042,TUR042029,"KONYA, TUZLUKÇU"
KONYA,YALIHÜYÜK,İÇ ANADOLU,TUR042,TUR042030,"KONYA, YALIHÜYÜK"
KONYA,YUNAK,İÇ ANADOLU,TUR042,TUR042031,"KONYA, YUNAK"
KÜTAHYA,ALTINTAŞ,EGE,TUR043,TUR043001,"KÜTAHYA, ALTINTAŞ"
KÜTAHYA,ASLANAPA,EGE,TUR043,TUR043002,"KÜTAHYA, ASLANAPA"
KÜTAHYA,ÇAVDARHİSAR,EGE,TUR043,TUR043003,"KÜTAHYA, ÇAVDARHİSAR"
KÜTAHYA,DOMANİÇ,EGE,TUR043,TUR043004,"KÜTAHYA, DOMANİÇ"
KÜTAHYA,DUMLUPINAR,EGE,TUR043,TUR043005,"KÜTAHYA, DUMLUPINAR"
KÜTAHYA,EMET,EGE,TUR043,TUR043006,"KÜTAHYA, EMET"
KÜTAHYA,GEDİZ,EGE,TUR043,TUR043007,"KÜTAHYA, GEDİZ"
KÜTAHYA,HİSARCIK,EGE,TUR043,TUR043008,"KÜTAHYA, HİSARCIK"
KÜTAHYA,KÜTAHYA,EGE,TUR043,TUR043009,"KÜTAHYA, KÜTAHYA"
KÜTAHYA,PAZARLAR,EGE,TUR043,TUR043010,"KÜTAHYA, PAZARLAR"
KÜTAHYA,ŞAPHANE,EGE,TUR043,TUR043012,"KÜTAHYA, ŞAPHANE"
KÜTAHYA,SİMAV,EGE,TUR043,TUR043011,"KÜTAHYA, SİMAV"
KÜTAHYA,TAVŞANLI,EGE,TUR043,TUR043013,"KÜTAHYA, TAVŞANLI"
MALATYA,AKÇADAĞ,DOĞU ANADOLU,TUR044,TUR044001,"MALATYA, AKÇADAĞ"
MALATYA,ARAPGİR,DOĞU ANADOLU,TUR044,TUR044002,"MALATYA, ARAPGİR"
MALATYA,ARGUVAN,DOĞU ANADOLU,TUR044,TUR044003,"MALATYA, ARGUVAN"
MALATYA,BATTALGAZİ,DOĞU ANADOLU,TUR044,TUR044004,"MALATYA, BATTALGAZİ"
MALATYA,DARENDE,DOĞU ANADOLU,TUR044,TUR044005,"MALATYA, DARENDE"
MALATYA,DOĞANŞEHİR,DOĞU ANADOLU,TUR044,TUR044006,"MALATYA, DOĞANŞEHİR"
MALATYA,DOĞANYOL,DOĞU ANADOLU,TUR044,TUR044007,"MALATYA, DOĞANYOL"
MALATYA,HEKİMHAN,DOĞU ANADOLU,TUR044,TUR044008,"MALATYA, HEKİMHAN"
MALATYA,KALE,DOĞU ANADOLU,TUR044,TUR044009,"MALATYA, KALE"
MALATYA,KULUNCAK,DOĞU ANADOLU,TUR044,TUR044010,"MALATYA, KULUNCAK"
MALATYA,PÜTÜRGE,DOĞU ANADOLU,TUR044,TUR044011,"MALATYA, PÜTÜRGE"
MALATYA,YAZIHAN,DOĞU ANADOLU,TUR044,TUR044012,"MALATYA, YAZIHAN"
MALATYA,YEŞİLYURT,DOĞU ANADOLU,TUR044,TUR044013,"MALATYA, YEŞİLYURT"
MANİSA,AHMETLİ,EGE,TUR045,TUR045001,"MANİSA, AHMETLİ"
MANİSA,AKHİSAR,EGE,TUR045,TUR045002,"MANİSA, AKHİSAR"
MANİSA,ALAŞEHİR,EGE,TUR045,TUR045003,"MANİSA, ALAŞEHİR"
MANİSA,DEMİRCİ,EGE,TUR045,TUR045004,"MANİSA, DEMİRCİ"
MANİSA,GÖLMARMARA,EGE,TUR045,TUR045005,"MANİSA, GÖLMARMARA"
MANİSA,GÖRDES,EGE,TUR045,TUR045006,"MANİSA, GÖRDES"
MANİSA,KIRKAĞAÇ,EGE,TUR045,TUR045007,"MANİSA, KIRKAĞAÇ"
MANİSA,KÖPRÜBAŞI,EGE,TUR045,TUR045008,"MANİSA, KÖPRÜBAŞI"
MANİSA,KULA,EGE,TUR045,TUR045009,"MANİSA, KULA"
MANİSA,SALİHLİ,EGE,TUR045,TUR045010,"MANİSA, SALİHLİ"
MANİSA,SARIGÖL,EGE,TUR045,TUR045011,"MANİSA, SARIGÖL"
MANİSA,SARUHANLI,EGE,TUR045,TUR045012,"MANİSA, SARUHANLI"
MANİSA,ŞEHZADELER,EGE,TUR045,TUR045015,"MANİSA, ŞEHZADELER"
MANİSA,SELENDİ,EGE,TUR045,TUR045013,"MANİSA, SELENDİ"
MANİSA,SOMA,EGE,TUR045,TUR045014,"MANİSA, SOMA"
MANİSA,TURGUTLU,EGE,TUR045,TUR045016,"MANİSA, TURGUTLU"
MANİSA,YUNUSEMRE,EGE,TUR045,TUR045017,"MANİSA, YUNUSEMRE"
MARDİN,ARTUKLU,GÜNEYDOĞU ANADOLU,TUR047,TUR047001,"MARDİN, ARTUKLU"
MARDİN,DARGEÇİT,GÜNEYDOĞU ANADOLU,TUR047,TUR047002,"MARDİN, DARGEÇİT"
MARDİN,DERİK,GÜNEYDOĞU ANADOLU,TUR047,TUR047003,"MARDİN, DERİK"
MARDİN,KIZILTEPE,GÜNEYDOĞU ANADOLU,TUR047,TUR047004,"MARDİN, KIZILTEPE"
MARDİN,MAZIDAĞI,GÜNEYDOĞU ANADOLU,TUR047,TUR047005,"MARDİN, MAZIDAĞI"
MARDİN,MİDYAT,GÜNEYDOĞU ANADOLU,TUR047,TUR047006,"MARDİN, MİDYAT"
MARDİN,NUSAYBİN,GÜNEYDOĞU ANADOLU,TUR047,TUR047007,"MARDİN, NUSAYBİN"
MARDİN,ÖMERLİ,GÜNEYDOĞU ANADOLU,TUR047,TUR047008,"MARDİN, ÖMERLİ"
MARDİN,SAVUR,GÜNEYDOĞU ANADOLU,TUR047,TUR047009,"MARDİN, SAVUR"
MARDİN,YEŞİLLİ,GÜNEYDOĞU ANADOLU,TUR047,TUR047010,"MARDİN, YEŞİLLİ"
MERSİN,AKDENİZ,AKDENİZ,TUR033,TUR033001,"MERSİN, AKDENİZ"
MERSİN,ANAMUR,AKDENİZ,TUR033,TUR033002,"MERSİN, ANAMUR"
MERSİN,AYDINCIK,AKDENİZ,TUR033,TUR033003,"MERSİN, AYDINCIK"
MERSİN,BOZYAZI,AKDENİZ,TUR033,TUR033004,"MERSİN, BOZYAZI"
MERSİN,ÇAMLIYAYLA,AKDENİZ,TUR033,TUR033005,"MERSİN, ÇAMLIYAYLA"
MERSİN,ERDEMLİ,AKDENİZ,TUR033,TUR033006,"MERSİN, ERDEMLİ"
MERSİN,GÜLNAR,AKDENİZ,TUR033,TUR033007,"MERSİN, GÜLNAR"
MERSİN,MEZİTLİ,AKDENİZ,TUR033,TUR033008,"MERSİN, MEZİTLİ"
MERSİN,MUT,AKDENİZ,TUR033,TUR033009,"MERSİN, MUT"
MERSİN,SİLİFKE,AKDENİZ,TUR033,TUR033010,"MERSİN, SİLİFKE"
MERSİN,TARSUS,AKDENİZ,TUR033,TUR033011,"MERSİN, TARSUS"
MERSİN,TOROSLAR,AKDENİZ,TUR033,TUR033012,"MERSİN, TOROSLAR"
MERSİN,YENİŞEHİR,AKDENİZ,TUR033,TUR033013,"MERSİN, YENİŞEHİR"
MUĞLA,BODRUM,EGE,TUR048,TUR048001,"MUĞLA, BODRUM"
MUĞLA,DALAMAN,EGE,TUR048,TUR048002,"MUĞLA, DALAMAN"
MUĞLA,DATÇA,EGE,TUR048,TUR048003,"MUĞLA, DATÇA"
MUĞLA,FETHİYE,EGE,TUR048,TUR048004,"MUĞLA, FETHİYE"
MUĞLA,KAVAKLIDERE,EGE,TUR048,TUR048005,"MUĞLA, KAVAKLIDERE"
