il,ilce,Bölge,ilkod,ilcekod,il_ilce
MUĞLA,KÖYCEĞİZ,EGE,TUR048,TUR048006,"MUĞLA, KÖYCEĞİZ"
MUĞLA,MARMARİS,EGE,TUR048,TUR048007,"MUĞLA, MARMARİS"
MUĞLA,MENTEŞE,EGE,TUR048,TUR048008,"MUĞLA, MENTEŞE"
MUĞLA,MİLAS,EGE,TUR048,TUR048009,"MUĞLA, MİLAS"
MUĞLA,ORTACA,EGE,TUR048,TUR048010,"MUĞLA, ORTACA"
MUĞLA,SEYDİKEMER,EGE,TUR048,TUR048011,"MUĞLA, SEYDİKEMER"
MUĞLA,ULA,EGE,TUR048,TUR048012,"MUĞLA, ULA"
MUĞLA,YATAĞAN,EGE,TUR048,TUR048013,"MUĞLA, YATAĞAN"
MUŞ,BULANIK,DOĞU ANADOLU,TUR049,TUR049001,"MUŞ, BULANIK"
MUŞ,HASKÖY,DOĞU ANADOLU,TUR049,TUR049002,"MUŞ, HASKÖY"
MUŞ,KORKUT,DOĞU ANADOLU,TUR049,TUR049003,"MUŞ, KORKUT"
MUŞ,MALAZGİRT,DOĞU ANADOLU,TUR049,TUR049004,"MUŞ, MALAZGİRT"
MUŞ,MUŞ,DOĞU ANADOLU,TUR049,TUR049005,"MUŞ, MUŞ"
MUŞ,VARTO,DOĞU ANADOLU,TUR049,TUR049006,"MUŞ, VARTO"
NEVŞEHİR,ACIGÖL,İÇ ANADOLU,TUR050,TUR050001,"NEVŞEHİR, ACIGÖL"
NEVŞEHİR,AVANOS,İÇ ANADOLU,TUR050,TUR050002,"NEVŞEHİR, AVANOS"
NEVŞEHİR,DERİNKUYU,İÇ ANADOLU,TUR050,TUR050003,"NEVŞEHİR, DERİNKUYU"
NEVŞEHİR,GÜLŞEHİR,İÇ ANADOLU,TUR050,TUR050004,"NEVŞEHİR, GÜLŞEHİR"
NEVŞEHİR,HACIBEKTAŞ,İÇ ANADOLU,TUR050,TUR050005,"NEVŞEHİR, HACIBEKTAŞ"
NEVŞEHİR,KOZAKLI,İÇ ANADOLU,TUR050,TUR050006,"NEVŞEHİR, KOZAKLI"
NEVŞEHİR,NEVŞEHİR,İÇ ANADOLU,TUR050,TUR050007,"NEVŞEHİR, NEVŞEHİR"
NEVŞEHİR,ÜRGÜP,İÇ ANADOLU,TUR050,TUR050008,"NEVŞEHİR, ÜRGÜP"
NİĞDE,ALTUNHİSAR,İÇ ANADOLU,TUR051,TUR051001,"NİĞDE, ALTUNHİSAR"
NİĞDE,BOR,İÇ ANADOLU,TUR051,TUR051002,"NİĞDE, BOR"
NİĞDE,ÇAMARDI,İÇ ANADOLU,TUR051,TUR051003,"NİĞDE, ÇAMARDI"
NİĞDE,ÇİFTLİK,İÇ ANADOLU,TUR051,TUR051004,"NİĞDE, ÇİFTLİK"
NİĞDE,NİĞDE,İÇ ANADOLU,TUR051,TUR051005,"NİĞDE, NİĞDE"
NİĞDE,ULUKIŞLA,İÇ ANADOLU,TUR051,TUR051006,"NİĞDE, ULUKIŞLA"
ORDU,AKKUŞ,KARADENİZ,TUR052,TUR052001,"ORDU, AKKUŞ"
ORDU,ALTINORDU,KARADENİZ,TUR052,TUR052002,"ORDU, ALTINORDU"
ORDU,AYBASTI,KARADENİZ,TUR052,TUR052003,"ORDU, AYBASTI"
ORDU,ÇAMAŞ,KARADENİZ,TUR052,TUR052004,"ORDU, ÇAMAŞ"
ORDU,ÇATALPINAR,KARADENİZ,TUR052,TUR052005,"ORDU, ÇATALPINAR"
ORDU,ÇAYBAŞI,KARADENİZ,TUR052,TUR052006,"ORDU, ÇAYBAŞI"
ORDU,FATSA,KARADENİZ,TUR052,TUR052007,"ORDU, FATSA"
ORDU,GÖLKÖY,KARADENİZ,TUR052,TUR052008,"ORDU, GÖLKÖY"
ORDU,GÜLYALI,KARADENİZ,TUR052,TUR052009,"ORDU, GÜLYALI"
ORDU,GÜRGENTEPE,KARADENİZ,TUR052,TUR052010,"ORDU, GÜRGENTEPE"
ORDU,İKİZCE,KARADENİZ,TUR052,TUR052011,"ORDU, İKİZCE"
ORDU,KABADÜZ,KARADENİZ,TUR052,TUR052012,"ORDU, KABADÜZ"
ORDU,KABATAŞ,KARADENİZ,TUR052,TUR052013,"ORDU, KABATAŞ"
ORDU,KORGAN,KARADENİZ,TUR052,TUR052014,"ORDU, KORGAN"
ORDU,KUMRU,KARADENİZ,TUR052,TUR052015,"ORDU, KUMRU"
ORDU,MESUDİYE,KARADENİZ,TUR052,TUR052016,"ORDU, MESUDİYE"
ORDU,PERŞEMBE,KARADENİZ,TUR052,TUR052017,"ORDU, PERŞEMBE"
ORDU,ULUBEY,KARADENİZ,TUR052,TUR052018,"ORDU, ULUBEY"
ORDU,ÜNYE,KARADENİZ,TUR052,TUR052019,"ORDU, ÜNYE"
OSMANİYE,BAHÇE,AKDENİZ,TUR080,TUR080001,"OSMANİYE, BAHÇE"
OSMANİYE,DÜZİÇİ,AKDENİZ,TUR080,TUR080002,"OSMANİYE, DÜZİÇİ"
OSMANİYE,HASANBEYLİ,AKDENİZ,TUR080,TUR080003,"OSMANİYE, HASANBEYLİ"
OSMANİYE,KADİRLİ,AKDENİZ,TUR080,TUR080004,"OSMANİYE, KADİRLİ"
OSMANİYE,OSMANİYE,AKDENİZ,TUR080,TUR080005,"OSMANİYE, OSMANİYE"
OSMANİYE,SUMBAS,AKDENİZ,TUR080,TUR080006,"OSMANİYE, SUMBAS"
OSMANİYE,TOPRAKKALE,AKDENİZ,TUR080,TUR080007,"OSMANİYE, TOPRAKKALE"
RİZE,ARDEŞEN,KARADENİZ,TUR053,TUR053001,"RİZE, ARDEŞEN"
RİZE,ÇAMLIHEMŞİN,KARADENİZ,TUR053,TUR053002,"RİZE, ÇAMLIHEMŞİN"
RİZE,ÇAYELİ,KARADENİZ,TUR053,TUR053003,"RİZE, ÇAYELİ"
RİZE,DEREPAZARI,KARADENİZ,TUR053,TUR053004,"RİZE, DEREPAZARI"
RİZE,FINDIKLI,KARADENİZ,TUR053,TUR053005,"RİZE, FINDIKLI"
RİZE,GÜNEYSU,KARADENİZ,TUR053,TUR053006,"RİZE, GÜNEYSU"
RİZE,HEMŞİN,KARADENİZ,TUR053,TUR053007,"RİZE, HEMŞİN"
RİZE,İKİZDERE,KARADENİZ,TUR053,TUR053008,"RİZE, İKİZDERE"
RİZE,İYİDERE,KARADENİZ,TUR053,TUR053009,"RİZE, İYİDERE"
RİZE,KALKANDERE,KARADENİZ,TUR053,TUR053010,"RİZE, KALKANDERE"
RİZE,RİZE,KARADENİZ,TUR053,TUR053012,"RİZE, RİZE"
RİZE,PAZAR,KARADENİZ,TUR053,TUR053011,"RİZE, PAZAR"
SAKARYA,ADAPAZARI,MARMARA,TUR054,TUR054001,"SAKARYA, ADAPAZARI"
SAKARYA,AKYAZI,MARMARA,TUR054,TUR054002,"SAKARYA, AKYAZI"
SAKARYA,ARİFİYE,MARMARA,TUR054,TUR054003,"SAKARYA, ARİFİYE"
SAKARYA,ERENLER,MARMARA,TUR054,TUR054004,"SAKARYA, ERENLER"
SAKARYA,FERİZLİ,MARMARA,TUR054,TUR054005,"SAKARYA, FERİZLİ"
SAKARYA,GEYVE,MARMARA,TUR054,TUR054006,"SAKARYA, GEYVE"
SAKARYA,HENDEK,MARMARA,TUR054,TUR054007,"SAKARYA, HENDEK"
SAKARYA,KARAPÜRÇEK,MARMARA,TUR054,TUR054008,"SAKARYA, KARAPÜRÇEK"
SAKARYA,KARASU,MARMARA,TUR054,TUR054009,"SAKARYA, KARASU"
SAKARYA,KAYNARCA,MARMARA,TUR054,TUR054010,"SAKARYA, KAYNARCA"
SAKARYA,KOCAALİ,MARMARA,TUR054,TUR054011,"SAKARYA, KOCAALİ"
SAKARYA,PAMUKOVA,MARMARA,TUR054,TUR054012,"SAKARYA, PAMUKOVA"
SAKARYA,SAPANCA,MARMARA,TUR054,TUR054013,"SAKARYA, SAPANCA"
SAKARYA,SERDİVAN,MARMARA,TUR054,TUR054014,"SAKARYA, SERDİVAN"
SAKARYA,SÖĞÜTLÜ,MARMARA,TUR054,TUR054015,"SAKARYA, SÖĞÜTLÜ"
SAKARYA,TARAKLI,MARMARA,TUR054,TUR054016,"SAKARYA, TARAKLI"
SAMSUN,19 MAYIS,KARADENİZ,TUR055,TUR055001,"SAMSUN, 19 MAYIS"
SAMSUN,ALAÇAM,KARADENİZ,TUR055,TUR055002,"SAMSUN, ALAÇAM"
SAMSUN,ASARCIK,KARADENİZ,TUR055,TUR055003,"SAMSUN, ASARCIK"
SAMSUN,ATAKUM,KARADENİZ,TUR055,TUR055004,"SAMSUN, ATAKUM"
SAMSUN,AYVACIK,KARADENİZ,TUR055,TUR055005,"SAMSUN, AYVACIK"
SAMSUN,BAFRA,KARADENİZ,TUR055,TUR055006,"SAMSUN, BAFRA"
SAMSUN,CANİK,KARADENİZ,TUR055,TUR055007,"SAMSUN, CANİK"
SAMSUN,ÇARŞAMBA,KARADENİZ,TUR055,TUR055008,"SAMSUN, ÇARŞAMBA"
SAMSUN,HAVZA,KARADENİZ,TUR055,TUR055009,"SAMSUN, HAVZA"
SAMSUN,İLKADIM,KARADENİZ,TUR055,TUR055010,"SAMSUN, İLKADIM"
SAMSUN,KAVAK,KARADENİZ,TUR055,TUR055011,"SAMSUN, KAVAK"
SAMSUN,LADİK,KARADENİZ,TUR055,TUR055012,"SAMSUN, LADİK"
SAMSUN,SALIPAZARI,KARADENİZ,TUR055,TUR055013,"SAMSUN, SALIPAZARI"
SAMSUN,TEKKEKÖY,KARADENİZ,TUR055,TUR055014,"SAMSUN, TEKKEKÖY"
SAMSUN,TERME,KARADENİZ,TUR055,TUR055015,"SAMSUN, TERME"
SAMSUN,VEZİRKÖPRÜ,KARADENİZ,TUR055,TUR055016,"SAMSUN, VEZİRKÖPRÜ"
SAMSUN,YAKAKENT,KARADENİZ,TUR055,TUR055017,"SAMSUN, YAKAKENT"
ŞANLIURFA,AKÇAKALE,GÜNEYDOĞU ANADOLU,TUR063,TUR063001,"ŞANLIURFA, AKÇAKALE"
ŞANLIURFA,BİRECİK,GÜNEYDOĞU ANADOLU,TUR063,TUR063002,"ŞANLIURFA, BİRECİK"
ŞANLIURFA,BOZOVA,GÜNEYDOĞU ANADOLU,TUR063,TUR063003,"ŞANLIURFA, BOZOVA"
ŞANLIURFA,CEYLANPINAR,GÜNEYDOĞU ANADOLU,TUR063,TUR063004,"ŞANLIURFA, CEYLANPINAR"
ŞANLIURFA,EYYÜBİYE,GÜNEYDOĞU ANADOLU,TUR063,TUR063005,"ŞANLIURFA, EYYÜBİYE"
ŞANLIURFA,HALFETİ,GÜNEYDOĞU ANADOLU,TUR063,TUR063006,"ŞANLIURFA, HALFETİ"
ŞANLIURFA,HALİLİYE,GÜNEYDOĞU ANADOLU,TUR063,TUR063007,"ŞANLIURFA, HALİLİYE"
ŞANLIURFA,HARRAN,GÜNEYDOĞU ANADOLU,TUR063,TUR063008,"ŞANLIURFA, HARRAN"
ŞANLIURFA,HİLVAN,GÜNEYDOĞU ANADOLU,TUR063,TUR063009,"ŞANLIURFA, HİLVAN"
ŞANLIURFA,KARAKÖPRÜ,GÜNEYDOĞU ANADOLU,TUR063,TUR063010,"ŞANLIURFA, KARAKÖPRÜ"
ŞANLIURFA,SİVEREK,GÜNEYDOĞU ANADOLU,TUR063,TUR063011,"ŞANLIURFA, SİVEREK"
ŞANLIURFA,SURUÇ,GÜNEYDOĞU ANADOLU,TUR063,TUR063012,"ŞANLIURFA, SURUÇ"
ŞANLIURFA,VİRANŞEHİR,GÜNEYDOĞU ANADOLU,TUR063,TUR063013,"ŞANLIURFA, VİRANŞEHİR"
SİİRT,BAYKAN,GÜNEYDOĞU ANADOLU,TUR056,TUR056001,"SİİRT, BAYKAN"
SİİRT,ERUH,GÜNEYDOĞU ANADOLU,TUR056,TUR056002,"SİİRT, ERUH"
SİİRT,KURTALAN,GÜNEYDOĞU ANADOLU,TUR056,TUR056003,"SİİRT, KURTALAN"
SİİRT,SİİRT,GÜNEYDOĞU ANADOLU,TUR056,TUR056005,"SİİRT, SİİRT"
SİİRT,PERVARİ,GÜNEYDOĞU ANADOLU,TUR056,TUR056004,"SİİRT, PERVARİ"
SİİRT,ŞİRVAN,GÜNEYDOĞU ANADOLU,TUR056,TUR056006,"SİİRT, ŞİRVAN"
SİİRT,TİLLO,GÜNEYDOĞU ANADOLU,TUR056,TUR056007,"SİİRT, TİLLO"
SİNOP,AYANCIK,KARADENİZ,TUR057,TUR057001,"SİNOP, AYANCIK"
SİNOP,BOYABAT,KARADENİZ,TUR057,TUR057002,"SİNOP, BOYABAT"
SİNOP,DİKMEN,KARADENİZ,TUR057,TUR057003,"SİNOP, DİKMEN"
SİNOP,DURAĞAN,KARADENİZ,TUR057,TUR057004,"SİNOP, DURAĞAN"
SİNOP,ERFELEK,KARADENİZ,TUR057,TUR057005,"SİNOP, ERFELEK"
SİNOP,GERZE,KARADENİZ,TUR057,TUR057006,"SİNOP, GERZE"
SİNOP,SİNOP,KARADENİZ,TUR057,TUR057008,"SİNOP, SİNOP"
SİNOP,SARAYDÜZÜ,KARADENİZ,TUR057,TUR057007,"SİNOP, SARAYDÜZÜ"
SİNOP,TÜRKELİ,KARADENİZ,TUR057,TUR057009,"SİNOP, TÜRKELİ"
ŞIRNAK,BEYTÜŞŞEBAP,GÜNEYDOĞU ANADOLU,TUR073,TUR073001,"ŞIRNAK, BEYTÜŞŞEBAP"
ŞIRNAK,CİZRE,GÜNEYDOĞU ANADOLU,TUR073,TUR073002,"ŞIRNAK, CİZRE"
ŞIRNAK,GÜÇLÜKONAK,GÜNEYDOĞU ANADOLU,TUR073,TUR073003,"ŞIRNAK, GÜÇLÜKONAK"
ŞIRNAK,İDİL,GÜNEYDOĞU ANADOLU,TUR073,TUR073004,"ŞIRNAK, İDİL"
ŞIRNAK,ŞIRNAK,GÜNEYDOĞU ANADOLU,TUR073,TUR073006,"ŞIRNAK, ŞIRNAK"
ŞIRNAK,SİLOPİ,GÜNEYDOĞU ANADOLU,TUR073,TUR073005,"ŞIRNAK, SİLOPİ"
ŞIRNAK,ULUDERE,GÜNEYDOĞU ANADOLU,TUR073,TUR073007,"ŞIRNAK, ULUDERE"
SİVAS,AKINCILAR,İÇ ANADOLU,TUR058,TUR058001,"SİVAS, AKINCILAR"
SİVAS,ALTINYAYLA,İÇ ANADOLU,TUR058,TUR058002,"SİVAS, ALTINYAYLA"
SİVAS,DİVRİĞİ,İÇ ANADOLU,TUR058,TUR058003,"SİVAS, DİVRİĞİ"
SİVAS,DOĞANŞAR,İÇ ANADOLU,TUR058,TUR058004,"SİVAS, DOĞANŞAR"
SİVAS,GEMEREK,İÇ ANADOLU,TUR058,TUR058005,"SİVAS, GEMEREK"
SİVAS,GÖLOVA,İÇ ANADOLU,TUR058,TUR058006,"SİVAS, GÖLOVA"
SİVAS,GÜRÜN,İÇ ANADOLU,TUR058,TUR058007,"SİVAS, GÜRÜN"
SİVAS,HAFİK,İÇ ANADOLU,TUR058,TUR058008,"SİVAS, HAFİK"
SİVAS,İMRANLI,İÇ ANADOLU,TUR058,TUR058009,"SİVAS, İMRANLI"
SİVAS,KANGAL,İÇ ANADOLU,TUR058,TUR058010,"SİVAS, KANGAL"
SİVAS,KOYULHİSAR,İÇ ANADOLU,TUR058,TUR058011,"SİVAS, KOYULHİSAR"
SİVAS,SİVAS,İÇ ANADOLU,TUR058,TUR058012,"SİVAS, SİVAS"
SİVAS,ŞARKIŞLA,İÇ ANADOLU,TUR058,TUR058014,"SİVAS, ŞARKIŞLA"
SİVAS,SUŞEHRİ,İÇ ANADOLU,TUR058,TUR058013,"SİVAS, SUŞEHRİ"
SİVAS,ULAŞ,İÇ ANADOLU,TUR058,TUR058015,"SİVAS, ULAŞ"
SİVAS,YILDIZELİ,İÇ ANADOLU,TUR058,TUR058016,"SİVAS, YILDIZELİ"
SİVAS,ZARA,İÇ ANADOLU,TUR058,TUR058017,"SİVAS, ZARA"
TEKİRDAĞ,ÇERKEZKÖY,MARMARA,TUR059,TUR059001,"TEKİRDAĞ, ÇERKEZKÖY"
TEKİRDAĞ,ÇORLU,MARMARA,TUR059,TUR059002,"TEKİRDAĞ, ÇORLU"
TEKİRDAĞ,ERGENE,MARMARA,TUR059,TUR059003,"TEKİRDAĞ, ERGENE"
TEKİRDAĞ,HAYRABOLU,MARMARA,TUR059,TUR059004,"TEKİRDAĞ, HAYRABOLU"
TEKİRDAĞ,KAPAKLI,MARMARA,TUR059,TUR059005,"TEKİRDAĞ, KAPAKLI"
TEKİRDAĞ,MALKARA,MARMARA,TUR059,TUR059006,"TEKİRDAĞ, MALKARA"
TEKİRDAĞ,MARMARAEREĞLİSİ,MARMARA,TUR059,TUR059007,"TEKİRDAĞ, MARMARAEREĞLİSİ"
TEKİRDAĞ,MURATLI,MARMARA,TUR059,TUR059008,"TEKİRDAĞ, MURATLI"
TEKİRDAĞ,SARAY,MARMARA,TUR059,TUR059009,"TEKİRDAĞ, SARAY"
TEKİRDAĞ,ŞARKÖY,MARMARA,TUR059,TUR059011,"TEKİRDAĞ, ŞARKÖY"
TEKİRDAĞ,SÜLEYMANPAŞA,MARMARA,TUR059,TUR059010,"TEKİRDAĞ, SÜLEYMANPAŞA"
TOKAT,ALMUS,KARADENİZ,TUR060,TUR060001,"TOKAT, ALMUS"
TOKAT,ARTOVA,KARADENİZ,TUR060,TUR060002,"TOKAT, ARTOVA"
TOKAT,BAŞÇİFTLİK,KARADENİZ,TUR060,TUR060003,"TOKAT, BAŞÇİFTLİK"
TOKAT,ERBAA,KARADENİZ,TUR060,TUR060004,"TOKAT, ERBAA"
TOKAT,TOKAT,KARADENİZ,TUR060,TUR060009,"TOKAT, TOKAT"
TOKAT,NİKSAR,KARADENİZ,TUR060,TUR060005,"TOKAT, NİKSAR"
TOKAT,PAZAR,KARADENİZ,TUR060,TUR060006,"TOKAT, PAZAR"
TOKAT,REŞADİYE,KARADENİZ,TUR060,TUR060007,"TOKAT, REŞADİYE"
TOKAT,SULUSARAY,KARADENİZ,TUR060,TUR060008,"TOKAT, SULUSARAY"
TOKAT,TURHAL,KARADENİZ,TUR060,TUR060010,"TOKAT, TURHAL"
TOKAT,YEŞİLYURT,KARADENİZ,TUR060,TUR060011,"TOKAT, YEŞİLYURT"
TOKAT,ZİLE,KARADENİZ,TUR060,TUR060012,"TOKAT, ZİLE"
TRABZON,AKÇAABAT,KARADENİZ,TUR061,TUR061001,"TRABZON, AKÇAABAT"
TRABZON,ARAKLI,KARADENİZ,TUR061,TUR061002,"TRABZON, ARAKLI"
TRABZON,ARSİN,KARADENİZ,TUR061,TUR061003,"TRABZON, ARSİN"
TRABZON,BEŞİKDÜZÜ,KARADENİZ,TUR061,TUR061004,"TRABZON, BEŞİKDÜZÜ"
TRABZON,ÇARŞIBAŞI,KARADENİZ,TUR061,TUR061005,"TRABZON, ÇARŞIBAŞI"
TRABZON,ÇAYKARA,KARADENİZ,TUR061,TUR061006,"TRABZON, ÇAYKARA"
TRABZON,DERNEKPAZARI,KARADENİZ,TUR061,TUR061007,"TRABZON, DERNEKPAZARI"
TRABZON,DÜZKÖY,KARADENİZ,TUR061,TUR061008,"TRABZON, DÜZKÖY"
TRABZON,HAYRAT,KARADENİZ,TUR061,TUR061009,"TRABZON, HAYRAT"
TRABZON,KÖPRÜBAŞI,KARADENİZ,TUR061,TUR061010,"TRABZON, KÖPRÜBAŞI"
TRABZON,MAÇKA,KARADENİZ,TUR061,TUR061011,"TRABZON, MAÇKA"
TRABZON,OF,KARADENİZ,TUR061,TUR061012,"TRABZON, OF"
TRABZON,ORTAHİSAR,KARADENİZ,TUR061,TUR061013,"TRABZON, ORTAHİSAR"
TRABZON,ŞALPAZARI,KARADENİZ,TUR061,TUR061015,"TRABZON, ŞALPAZARI"
TRABZON,SÜRMENE,KARADENİZ,TUR061,TUR061014,"TRABZON, SÜRMENE"
TRABZON,TONYA,KARADENİZ,TUR061,TUR061016,"TRABZON, TONYA"
TRABZON,VAKFIKEBİR,KARADENİZ,TUR061,TUR061017,"TRABZON, VAKFIKEBİR"
TRABZON,YOMRA,KARADENİZ,TUR061,TUR061018,"TRABZON, YOMRA"
TUNCELİ,ÇEMİŞGEZEK,DOĞU ANADOLU,TUR062,TUR062001,"TUNCELİ, ÇEMİŞGEZEK"
TUNCELİ,HOZAT,DOĞU ANADOLU,TUR062,TUR062002,"TUNCELİ, HOZAT"
TUNCELİ,MAZGİRT,DOĞU ANADOLU,TUR062,TUR062003,"TUNCELİ, MAZGİRT"
TUNCELİ,TUNCELİ,DOĞU ANADOLU,TUR062,TUR062008,"TUNCELİ, TUNCELİ"
TUNCELİ,NAZIMİYE,DOĞU ANADOLU,TUR062,TUR062004,"TUNCELİ, NAZIMİYE"
TUNCELİ,OVACIK,DOĞU ANADOLU,TUR062,TUR062005,"TUNCELİ, OVACIK"
TUNCELİ,PERTEK,DOĞU ANADOLU,TUR062,TUR062006,"TUNCELİ, PERTEK"
TUNCELİ,PÜLÜMÜR,DOĞU ANADOLU,TUR062,TUR062007,"TUNCELİ, PÜLÜMÜR"
UŞAK,BANAZ,EGE,TUR064,TUR064001,"UŞAK, BANAZ"
UŞAK,EŞME,EGE,TUR064,TUR064002,"UŞAK, EŞME"
UŞAK,KARAHALLI,EGE,TUR064,TUR064003,"UŞAK, KARAHALLI"
UŞAK,UŞAK,EGE,TUR064,TUR064006,"UŞAK, UŞAK"
UŞAK,SİVASLI,EGE,TUR064,TUR064004,"UŞAK, SİVASLI"
UŞAK,ULUBEY,EGE,TUR064,TUR064005,"UŞAK, ULUBEY"
VAN,BAHÇESARAY,DOĞU ANADOLU,TUR065,TUR065001,"VAN, BAHÇESARAY"
VAN,BAŞKALE,DOĞU ANADOLU,TUR065,TUR065002,"VAN, BAŞKALE"
VAN,ÇALDIRAN,DOĞU ANADOLU,TUR065,TUR065003,"VAN, ÇALDIRAN"
VAN,ÇATAK,DOĞU ANADOLU,TUR065,TUR065004,"VAN, ÇATAK"
VAN,EDREMİT,DOĞU ANADOLU,TUR065,TUR065005,"VAN, EDREMİT"
VAN,ERCİŞ,DOĞU ANADOLU,TUR065,TUR065006,"VAN, ERCİŞ"
VAN,GEVAŞ,DOĞU ANADOLU,TUR065,TUR065007,"VAN, GEVAŞ"
VAN,GÜRPINAR,DOĞU ANADOLU,TUR065,TUR065008,"VAN, GÜRPINAR"
VAN,İPEKYOLU,DOĞU ANADOLU,TUR065,TUR065009,"VAN, İPEKYOLU"
VAN,MURADİYE,DOĞU ANADOLU,TUR065,TUR065010,"VAN, MURADİYE"
VAN,ÖZALP,DOĞU ANADOLU,TUR065,TUR065011,"VAN, ÖZALP"
VAN,SARAY,DOĞU ANADOLU,TUR065,TUR065012,"VAN, SARAY"
VAN,TUŞBA,DOĞU ANADOLU,TUR065,TUR065013,"VAN, TUŞBA"
YALOVA,ALTINOVA,MARMARA,TUR077,TUR077001,"YALOVA, ALTINOVA"
YALOVA,ARMUTLU,MARMARA,TUR077,TUR077002,"YALOVA, ARMUTLU"
YALOVA,ÇİFTLİKKÖY,MARMARA,TUR077,TUR077003,"YALOVA, ÇİFTLİKKÖY"
YALOVA,ÇINARCIK,MARMARA,TUR077,TUR077004,"YALOVA, ÇINARCIK"
YALOVA,TERMAL,MARMARA,TUR077,TUR077005,"YALOVA, TERMAL"
YALOVA,YALOVA,MARMARA,TUR077,TUR077006,"YALOVA, YALOVA"
YOZGAT,AKDAĞMADENİ,İÇ ANADOLU,TUR066,TUR066001,"YOZGAT, AKDAĞMADENİ"
YOZGAT,AYDINCIK,İÇ ANADOLU,TUR066,TUR066002,"YOZGAT, AYDINCIK"
YOZGAT,BOĞAZLIYAN,İÇ ANADOLU,TUR066,TUR066003,"YOZGAT, BOĞAZLIYAN"
YOZGAT,ÇANDIR,İÇ ANADOLU,TUR066,TUR066004,"YOZGAT, ÇANDIR"
YOZGAT,ÇAYIRALAN,İÇ ANADOLU,TUR066,TUR066005,"YOZGAT, ÇAYIRALAN"
YOZGAT,ÇEKEREK,İÇ ANADOLU,TUR066,TUR066006,"YOZGAT, ÇEKEREK"
YOZGAT,KADIŞEHRİ,İÇ ANADOLU,TUR066,TUR066007,"YOZGAT, KADIŞEHRİ"
YOZGAT,YOZGAT,İÇ ANADOLU,TUR066,TUR066014,"YOZGAT, YOZGAT"
YOZGAT,SARAYKENT,İÇ ANADOLU,TUR066,TUR066008,"YOZGAT, SARAYKENT"
YOZGAT,SARIKAYA,İÇ ANADOLU,TUR066,TUR066009,"YOZGAT, SARIKAYA"
YOZGAT,ŞEFAATLİ,İÇ ANADOLU,TUR066,TUR066011,"YOZGAT, ŞEFAATLİ"
YOZGAT,SORGUN,İÇ ANADOLU,TUR066,TUR066010,"YOZGAT, SORGUN"
YOZGAT,YENİFAKILI,İÇ ANADOLU,TUR066,TUR066012,"YOZGAT, YENİFAKILI"
YOZGAT,YERKÖY,İÇ ANADOLU,TUR066,TUR066013,"YOZGAT, YERKÖY"
ZONGULDAK,ALAPLI,KARADENİZ,TUR067,TUR067001,"ZONGULDAK, ALAPLI"
ZONGULDAK,ÇAYCUMA,KARADENİZ,TUR067,TUR067002,"ZONGULDAK, ÇAYCUMA"
ZONGULDAK,DEVREK,KARADENİZ,TUR067,TUR067003,"ZONGULDAK, DEVREK"
ZONGULDAK,EREĞLİ,KARADENİZ,TUR067,TUR067004,"ZONGULDAK, EREĞLİ"
ZONGULDAK,GÖKÇEBEY,KARADENİZ,TUR067,TUR067005,"ZONGULDAK, GÖKÇEBEY"
ZONGULDAK,KİLİMLİ,KARADENİZ,TUR067,TUR067006,"ZONGULDAK, KİLİMLİ"
ZONGULDAK,KOZLU,KARADENİZ,TUR067,TUR067007,"ZONGULDAK, KOZLU"
ZONGULDAK,ZONGULDAK,KARADENİZ,TUR067,TUR067008,"ZONGULDAK, ZONGULDAK"
